tempo
118.469
83.972
107.177
108.003
62.149
63.521
80.495
123.31
119.833
81.249
141.39
85.989
96.645
78.98
80.204
79.831
66.947
117.167
76.93
111.679
74.737
121.779
105.031
115.212
117.899
73.516
82.742
132.005
81.076
113.214
119.985
101.902
111.999
172.321
120.553
132.125
117.063
110.331
84.826
140.612
80.622
59.217
72.133
112.565
112.379
83.401
115.648
84.551
123.019
67.013
78.505
59.38
78.218
112.369
64.082
106.052
76.419
74.04
65.735
115.063
116.214
122.415
129.289
110.894
128.418
114.059
80.74
75.372
116.325
105.734
59.946
115.858
133.475
129.587
88.188
106.062
37.596
99.27
75.24
100.131
73.981
161.687
84.042
137.296
126.458
79.812
86.437
114.431
121.646
134.545
109.331
74.004
121.064
66.372
116.415
137.384
58.299
81.033
70.495
123.993
83.383
185.062
120.084
86.281
79.269
74.796
101.447
74.733
116.188
117.057
79.649
71.956
140.669
115.364
205.423
75.833
76.43
70.535
178.88
88.836
113.337
110.993
118.107
147.909
113.026
114.151
122.18
99.506
100.715
126.95
132.04
65.672
128.107
87.108
83.856
108.376
118.377
77.289
66.043
134.58
127.361
99.883
117.94
115.337
100.719
103.767
210.173
110.882
74.284
88.788
107.809
86.405
113.661
93.681
99.762
104.06
100.386
174.472
112.033
124.672
101.89
177.429
114.907
114.602
154.61
79.949
140.984
116.576
110.895
89.13
111.254
122.284
103.721
134.81
134.681
171.431
139.069
125.773
73.425
126.39
81.29
107.782
109.34
70.808
140.157
101.903
67.137
97.433
78.456
113.799
129.003
112.605
111.084
119.633
137.832
80.644
114.557
117.141
77.081
74.37
165.754
137.713
126.048
128.769
174.223
108.834
87.764
81.293
137.841
81.878
147.377
149.401
74.311
64.378
80.95
130.663
84.884
56.985
139.599
109.395
90.211
115.78
128.659
110.987
109.016
81.736
126.073
109.956
83.975
105.337
83.848
176.004
88.323
138.41
114.663
119.899
110.383
88.625
99.302
129.551
127.557
93.408
91.591
128.742
95.884
84.903
164.912
61.563
121.438
148.042
121.308
138.328
167.885
130.9
93.552
107.924
111.656
133.914
91.308
104.608
105.389
111.17
151.723
92.485
94.845
107.721
88.247
78.988
71.253
150.917
85.072
116.625
180.009
115.451
176.673
70.495
83.721
191.862
121.284
126.421
211.089
154.805
115.983
79.049
93.143
132.546
110.161
103.285
128.767
82.538
203.133
151.152
85.683
126.277
85.458
111.254
99.678
125.284
72.751
75.475
126.912
119.925
99.511
100.55
80.939
75.906
67.846
73.819
135.379
77.093
91.799
124.573
153.413
110.841
67.333
72.538
83.282
152.537
71.75
140.958
70.169
128.269
70.626
143.338
140.933
74.831
98.044
63.328
129.957
135.713
92.536
130.649
136.669
148.113
79.207
77.197
90.883
127.933
68.465
138.008
171.105
78.221
155.687
83.341
84.765
134.318
115.15
139.862
84.554
117.366
154.33
132.646
113.977
118.94
77.988
131.353
60.051
82.392
122.134
111.392
189.951
105.991
90.22
100.543
149.003
104.782
108.806
103.729
79.227
62.684
105.705
110.15
104.855
69.04
75.276
82.464
112.41
113.984
106.31
98.839
130.796
173.686
148.554
103.787
68.382
73.996
167.971
104.967
78.593
100.411
115.498
113.176
173.851
91.217
99.381
104.824
82.553
89.698
105.013
51.591
92.62
95.998
93.704
116.931
80.211
109.246
100.048
174.875
170.691
122.108
108.721
146.133
107.762
107.165
82.805
78.753
102.13
90.243
77.878
205.313
107.185
74.396
114.732
133.96
126.632
147.637
129.829
129.554
175.464
129.229
72.74
119.141
125.202
76.643
99.275
103.274
80.166
71.568
129.478
83.335
139.152
111.198
126.034
80.659
118.614
80.697
65.186
129.415
86.493
74.768
87.014
108.601
177.496
85.105
152.824
117.671
128.214
136.236
83.972
112.672
109.746
128.345
166.466
121.607
126.843
81.933
136.712
73.088
97.397
109.746
145.695
109.379
120.522
72.06
58.118
67.319
90.312
86.635
128.942
79.797
121.88
81.427
177.472
133.648
102.613
131.594
131.734
134.42
128.379
90.583
69.573
79.857
108.479
85.217
105.956
118.346
121.847
123.448
112.48
73.865
130.426
92.11
80.911
112.903
143.176
96.78
124.741
83.694
107.657
73.368
130.687
111.414
155.664
103.622
116.36
81.595
137.237
99.558
111.016
81.088
85.923
76.009
85.754
85.14
70.108
100.432
103.431
104.289
86.866
140.758
107.887
99.799
136.911
87.775
65.614
111.055
88.378
119.85
109.856
119.411
62.434
171.81
104.915
78.864
72.091
71.367
82.592
116.05
128.881
130.603
94.148
75.809
135.044
100.487
157.927
75.078
108.19
84.295
107.406
77.36
84.436
125.327
83.046
79.756
65.54
96.324
96.451
75.679
91.429
73.893
79.559
110.359
130.776
104.858
70.63
138.732
110.26
82.773
92.167
101.024
189.125
122.258
87.991
129.283
105.748
102.848
176.901
159.903
99.284
84.201
82.922
128.237
123.477
88.172
128.445
88.175
202.175
68.699
112.485
128.624
112.419
142.336
104.702
68.109
69.041
138.63
127.172
84.344
133.598
83.046
118.008
164.932
131.292
86.113
106.524
108.12
103.864
107.497
78.289
113.64
139.234
90.46
61.456
179.135
82.779
129.487
96.35
95.859
126.978
124.655
131.556
67.165
103.583
76.167
81.024
134.771
84.712
164.582
164.095
47.059
81.145
175.608
127.142
168.74
115.495
84.845
146.422
81.015
97.089
126.712
90.782
81.518
112.485
114.755
104.714
109.662
129.048
64.225
83.413
103.023
77.915
93.503
80.443
82.427
91.814
81.005
69.408
87.362
92.146
91.95
82.32
138.937
92.706
99
99.113
96.936
97.336
75.851
67.011
44.777
138.889
145.021
83.334
68.326
177.623
130.877
64.84
139.142
99.687
78.98
70.349
55.916
85.912
91.044
130.813
76.01
80.487
82.273
131.945
60.539
83.921
75.337
98.011
86.493
112.083
102.62
81.533
102.343
82.56
116.453
73
93.629
72.556
92.085
83.952
80.823
166.398
91.428
77.475
168.973
141.634
90.055
64.897
79.615
102.06
93.643
78.6
133.754
69.903
124.046
180.049
72.126
105.241
111.975
80.897
63.377
44.515
141.315
161.567
90.065
79.813
88.858
81.883
102.317
83.647
123.05
118.272
120.517
94.698
118.344
82.937
83.541
62.301
177.25
176.59
113.197
152.622
129.194
94.467
72.271
134.59
121.129
146.514
172.315
87.697
146.317
77.817
102.835
116.991
81.327
73.462
119.287
55.924
141.407
155.091
135.716
120.444
138.456
83.401
75.729
72.647
150.541
72.975
99.477
102.749
75.314
137.499
123.498
76.8
71.568
96.547
169.802
101.013
75.544
123.186
58.715
102.236
106.161
104.795
76.945
97.427
127.48
137.131
97.301
119.969
175.382
82.01
173.538
123.382
102.596
126.505
96.644
164.227
73.529
78.892
67.892
106.238
101.533
98.968
113.03
78.613
123.066
90.896
66.812
82.912
162.22
101.598
138.695
119.032
111.786
75.436
127.798
133.436
85.494
181.08
88.651
139.685
96.638
179.571
91.054
107.733
102.348
68.625
85.91
60.591
67.697
150.284
121.008
85.477
95.759
105.221
113.279
121.355
106.625
70.153
178.857
176.448
98.544
83.639
76.431
85.056
65.829
74.058
139.942
105.2
137.511
68.333
80.469
167.717
89.397
84.652
89.014
124.687
88.415
109.891
58.654
85.25
85.463
135.794
143.238
114.604
80.511
96.06
130.07
96.423
58.519
72.169
120.376
130.55
86.468
108.261
139.199
129.684
107.411
115.263
82.575
121.348
71.647
86.47
90.522
77.337
83.982
130.257
85.156
82.45
78.118
111.161
89.895
85.911
85.126
146.929
98.673
126.59
156.966
125.281
97.878
129.367
81.773
86.581
173.766
113.628
82.927
134.769
124.072
165.311
82.929
114.561
148.552
133.134
87.654
110.275
98.091
125.48
62.943
79.835
90.818
76.743
92.576
177.617
142.44
177.822
127.099
98.716
118.462
78.121
73.233
67.572
174.63
116.036
86.591
62.64
159.09
131.198
73.31
132.885
76.223
72.326
64.82
85.639
85.546
80.677
80.666
136.957
131.875
145.218
78
92.726
130.33
64.849
80.075
148.899
75.835
180.836
104.804
71.313
96.012
147.935
93.734
93.826
173.447
104.871
85.654
76.89
87.006
81.032
83.141
76.779
90.29
72.428
60.015
126.229
81.033
90.851
87.945
66.599
67.748
101.197
75.967
145.585
127.926
88.372
113.942
175.776
72.161
116.079
138.526
111.662
75.256
85.785
94.561
116.155
78.989
124.818
108.328
176.206
83.77
139.721
131.902
63.213
171.398
175.339
115.605
93.035
102.966
117.197
137.997
125.553
88.073
127.487
147.681
125.635
92.51
75.116
142.232
84.158
114.227
152.306
52.258
104.785
119.22
132.772
105.688
81.85
109.977
114.499
78.106
69.721
137.632
74.839
109.047
140.033
92.815
75.825
81.443
167.679
123.089
74.761
67.141
74.13
168.546
129.486
95.3
93.56
126.524
102.923
92.719
84.497
74.542
138.437
122.864
81.513
118.909
139.325
157.251
136.475
80.37
96.717
132.727
64.226
165.881
56.445
72.819
108.871
170.305
87.92
85.031
72.969
81.3
118.64
153.897
181.717
134.358
95.734
81.215
82.178
113.368
138.351
111.359
69.539
79.701
78.683
122.469
70.502
63.005
77.652
76.904
89.267
117.755
113.683
99.301
119.698
82.146
68.789
140.67
100.27
163.494
119.621
115.309
111.989
132.182
101.719
182.181
106.195
81.888
104.771
98.99
117.203
74.143
96.229
120.77
124.387
88.781
100.777
135.179
111.86
70.572
114.998
166.336
84.593
96.424
179.819
109.412
91.9
104.69
125.63
69.228
82.522
76.556
133.082
122.575
111.35
123.672
79.585
60.577
172.953
77.784
108.82
66.634
127.422
129.521
70.02
146.208
84.649
144.53
96.856
66.274
141.387
141.259
95.502
80.512
133.706
87.854
119.328
70.176
125.975
81.933
79.032
103.146
91.021
139.193
93.965
75.23
134.072
86.508
71.715
59.99
84.483
113.005
73.886
151.628
106.224
76.53
97.649
85.734
84.38
93.193
56.01
75.726
128.005
99.224
112.484
135.367
170.824
82.843
65.284
96.031
100.156
185.435
132.012
100.081
177.46
167.108
108.563
111.64
156.183
92.313
71.115
76.894
113.509
133.47
76.895
117.566
75.167
76.512
160.588
117.924
125.271
97.37
71.769
69.014
105.941
86.71
69.178
132.117
97.72
131.009
78.807
165.53
176.13
146.155
130.271
122.116
91.992
65.384
105.639
88.092
92.667
97.337
126.06
166.064
121.355
137.455
130.091
74.836
109.577
81.853
163.373
138.293
86.404
168.546
87.383
109.866
98.58
86.96
82.64
65.252
179.716
87.916
95.856
0
78.932
75.684
108.851
108.989
72.08
135.282
147.332
122.03
110.187
118.788
93.013
134.85
178.425
113.857
72.884
128.24
80.491
168.796
73.392
83.076
135.919
80.484
145.621
120.451
104.512
75.823
164.347
103.91
79.812
69.256
130.623
74.642
79.216
175.777
113.57
142.199
127.245
93.779
115.629
81.858
138.558
110.572
152.572
